

 ! The solution file is: Results/13SecNAI

 ! Variable psave # price of savings in region r #
 ! Variable psave(REG) of size 10
 
 USA         , 0.88093865    ,
 China       , -4.2765012    ,
 xAmericas   , -3.2648427    ,
 AdvancedAsia, -3.3432965    ,
 SouthAsia   , -3.2984953    ,
 xAsia       , -3.2930083    ,
 WEuroCndANZ , -3.1668062    ,
 MENA        , -2.7055957    ,
 SSA         , -3.4123430    ,
 RestofWorld , -2.7533565    ,


 ! Variable qsave # regional demand for NET savings #
 ! Variable qsave(REG) of size 10
 
 USA         ,  14.535874    ,
 China       , -1.7826109    ,
 xAmericas   , -3.3555698    ,
 AdvancedAsia, -4.6024809    ,
 SouthAsia   , -4.4633155    ,
 xAsia       , -4.4586296    ,
 WEuroCndANZ , -2.8514423    ,
 MENA        , -5.5497794    ,
 SSA         , -3.3872924    ,
 RestofWorld , -3.4291027    ,


 ! Variable pgd # price of domestic i in government consumption in s #
 ! Variable pgd(TRAD_COMM:REG) of size 10x10
 
 pgd(TRAD_COMM:REG),USA            ,China          ,xAmericas      ,AdvancedAsia   ,SouthAsia      ,xAsia          ,WEuroCndANZ    ,MENA           ,SSA            ,RestofWorld    ,
 Energy      ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 CMN         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OBS         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Trade       ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Transport   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OthServices ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,


 ! Variable tpm # comm.-, source-spec. shift in tax on private cons. of imp. #
 ! Variable tpm(TRAD_COMM:REG) of size 10x10
 
 tpm(TRAD_COMM:REG),USA            ,China          ,xAmericas      ,AdvancedAsia   ,SouthAsia      ,xAsia          ,WEuroCndANZ    ,MENA           ,SSA            ,RestofWorld    ,
 Agriculture ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Extraction  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 LightMnfc   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 HeavyMnfc   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Energy      ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 CMN         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OBS         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Trade       ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Transport   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OthServices ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,


 ! Variable atpm # power of tax on imported i purchased by private hhld in r #
 ! Variable atpm(TRAD_COMM:REG) of size 10x10
 
 atpm(TRAD_COMM:REG),USA            ,China          ,xAmericas      ,AdvancedAsia   ,SouthAsia      ,xAsia          ,WEuroCndANZ    ,MENA           ,SSA            ,RestofWorld    ,
 Agriculture ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Extraction  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 LightMnfc   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 HeavyMnfc   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Energy      ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 CMN         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OBS         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Trade       ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Transport   ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 OthServices ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,


 ! Variable pva # firms price of value added in industry j of region r #
 ! Variable pva(PROD_COMM:REG) of size 11x10
 
 pva(PROD_COMM:REG),USA            ,China          ,xAmericas      ,AdvancedAsia   ,SouthAsia      ,xAsia          ,WEuroCndANZ    ,MENA           ,SSA            ,RestofWorld    ,
 Agriculture ,  1.2051487    , -6.5557528    , -5.6647058    , -8.2326975    , -8.8946533    , -8.6389656    , -6.8269653    , -6.8695502    , -6.7123232    , -7.9703250    ,
 Extraction  , -1.7648219    , -5.3893886    , -4.5077529    , -6.7570658    , -5.9647722    , -5.4651103    , -4.7543454    , -5.0995770    , -4.8744030    , -6.0836940    ,
 LightMnfc   , -18.073032    , -4.8650975    , -3.2101235    , -4.4434772    , -3.9558513    , -3.4788978    , -4.0425797    , -3.0541883    , -3.7036729    , -3.4624012    ,
 HeavyMnfc   , -17.008108    , -4.7827878    , -2.8432739    , -3.5673747    , -2.8498480    , -3.2334483    , -3.8863239    , -1.9916462    , -2.9728682    , -3.5411434    ,
 Energy      , -5.7772422    , -4.4778333    , -1.5885150    , -2.4624128    , -4.3478103    , -2.3094790    , -2.4436927    ,-0.74443620    , -2.8991625    , -2.8556781    ,
 CMN         ,  11.691731    , -4.6869106    , -2.8366425    , -3.3633952    , -3.4392273    , -2.7223525    , -3.0676539    , -2.1332037    , -3.2218421    , -2.2419274    ,
 OBS         ,  13.830074    , -5.4260197    , -3.5652673    , -4.3626909    , -4.0934305    , -4.3526697    , -3.7789545    , -3.2747641    , -4.3356161    , -2.8443081    ,
 Trade       , -17.802675    , -4.9579973    , -2.9806294    , -3.7721057    , -2.6490550    , -3.1550694    , -3.7567971    , -1.8363099    , -4.0818582    ,-0.98600829    ,
 Transport   ,  11.135075    , -4.6877408    , -3.3795753    , -4.0803800    , -3.9908862    , -3.5352247    , -3.9606783    , -1.9996694    , -3.9281676    , -2.6904910    ,
 OthServices ,  11.630436    , -5.1751542    , -3.4974511    , -3.8869319    , -3.9485328    , -3.5858397    , -3.7682893    , -3.2016339    , -4.1940289    , -3.2237644    ,
 CGDS        ,  9.8900595    , -5.1398892    , -3.9927995    , -4.7340813    , -4.2832098    , -4.4984937    , -4.1512356    , -4.4439540    , -4.2892766    , -3.5246778    ,


 ! Variable qva # value added in industry j of region r #
 ! Variable qva(PROD_COMM:REG) of size 11x10
 
 qva(PROD_COMM:REG),USA            ,China          ,xAmericas      ,AdvancedAsia   ,SouthAsia      ,xAsia          ,WEuroCndANZ    ,MENA           ,SSA            ,RestofWorld    ,
 Agriculture ,  8.7895298    ,-0.69375676    , -2.1311948    , -1.8986601    , -1.6564463    ,-0.81442106    , -2.9558191    , -3.7271025    , -1.3796827    , -1.9761965    ,
 Extraction  ,  1.8731277    ,-5.38737737E-02, -1.4864213    , -2.3846648    , -1.6375480    , -1.8498044    , -1.1853657    , -2.0458946    , -1.5326225    , -1.7227255    ,
 LightMnfc   ,  23.511820    , -1.2346990    , -4.8660960    , -5.2801337    , -3.9042385    , -4.8510303    , -4.9295568    , -7.1298766    , -3.2290535    , -4.4987197    ,
 HeavyMnfc   ,  26.193789    , -1.2606823    , -7.4992719    , -7.1907101    , -6.3544903    , -7.4905462    , -6.6929274    , -11.041838    , -6.3143616    , -6.2306995    ,
 Energy      ,  11.801699    , -1.0207682    , -3.0789945    , -4.6112475    , -3.4694891    , -4.1484871    , -2.7822087    , -5.5182548    , -2.8710775    , -2.8094866    ,
 CMN         ,  9.4022121    , -1.0761832    , -3.5379865    , -5.3446188    , -1.4221069    , -3.7636523    , -3.0156546    , -5.7376184    , -2.8605661    , -3.1517584    ,
 OBS         ,  8.3395033    , -1.5071615    , -3.4163842    , -3.7918947    , 0.43179330    , -2.0688627    , -2.5229583    , -4.3877897    , -2.0016637    , -2.7471631    ,
 Trade       ,  20.001614    , -1.3398477    , -4.2860227    , -5.0216861    , -4.9660149    , -5.3179135    , -3.3104508    , -6.3280029    , -3.7652254    , -3.9416285    ,
 Transport   ,  8.4174557    ,-0.98886913    , -3.1460524    , -3.3461607    , -3.5301788    , -2.7044470    , -1.9667135    , -4.7383118    , -2.2088671    , -2.6707408    ,
 OthServices ,  7.9427166    , -1.9223001    , -3.7601478    , -4.8087983    , -5.2072334    , -5.1677346    , -2.5108547    , -6.0982475    , -3.2709355    , -3.4757462    ,
 CGDS        ,  11.299322    , -3.4203932    , -7.4639378    , -9.5692749    , -8.6987085    , -8.5325689    , -6.5975118    , -9.1663256    , -6.3874612    , -6.1776485    ,


 ! Variable pf # firms price for commodity i for use by j in r #
 ! Variable pf(TRAD_COMM:PROD_COMM:REG) of size 10x11x10
 
 ! (This array is shown as 10 matrices - each of size 10x11.)
 
! The matrix pf(%1:%2:"USA")  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++
 pf(TRAD_COMM:PROD_COMM:"USA"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture ,-0.84659785    , -1.4658389    , -1.0526278    , -1.6299913    , -1.7355696    , -1.2682977    , -2.2494371    , -1.0582328    , -1.0044847    , -1.5748361    ,-0.90895611    ,
 Extraction  , -1.4221489    , -1.9830843    , -1.5186870    , -2.2825344    , -2.6242888    , -1.5905445    , -1.6897709    , -2.1751156    , -2.3131843    , -1.5262096    , -1.2173884    ,
 LightMnfc   , -9.7106352    , -8.3420067    , -9.0792389    , -9.3464727    , -8.6999531    , -9.3836479    , -9.1295147    , -8.8900003    , -8.6692381    , -9.3482828    , -8.5831795    ,
 HeavyMnfc   , -8.0324554    , -7.8325028    , -8.2002096    , -7.9728985    , -7.7353024    , -6.8304667    , -7.7590122    , -8.0291042    , -7.7354922    , -8.0464449    , -7.8364730    ,
 Energy      , -2.5075963    , -2.4843485    , -2.4471865    , -2.5696363    , -2.5117457    , -2.4510174    , -2.4654937    , -2.4430604    , -2.5617483    , -2.4624355    , -3.1139922    ,
 CMN         ,  7.6384673    ,  7.5966387    ,  7.6106524    ,  7.6277218    ,  7.5626416    ,  7.5016594    ,  7.5950580    ,  7.6034007    ,  7.6101923    ,  7.5634847    ,  7.6356540    ,
 OBS         ,  9.7796583    ,  9.5995035    ,  9.5527000    ,  9.5772867    ,  9.4425879    ,  9.2941370    ,  9.3344650    ,  9.3426590    ,  9.6686039    ,  9.4141321    ,  9.7233620    ,
 Trade       , -9.7544947    , -9.7064724    , -9.7158375    , -9.7060738    , -9.7281265    , -9.7068195    , -9.6346169    , -9.6912012    , -9.6735477    , -9.6915903    , -9.7500839    ,
 Transport   ,  3.2126186    ,  3.2106779    ,  3.1500754    ,  3.1792958    ,  3.0939162    ,  3.0657349    ,  3.0809405    ,  3.1082830    ,  2.7109578    ,  1.9886771    ,  3.2026751    ,
 OthServices ,  7.3821497    ,  7.1472602    ,  7.5219245    ,  7.0150571    ,  7.5973907    ,  7.2746735    ,  7.3840842    ,  7.5354209    ,  6.9706750    ,  7.4280839    ,  7.7324486    ,

! The matrix pf(%1:%2:"China")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"China"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -5.9459605    , -5.9442744    , -5.9424186    , -5.9563398    , -5.9410520    , -5.9255953    , -5.9371605    , -5.9259090    , -5.9534869    , -5.9261937    , -6.0187464    ,
 Extraction  , -5.0766406    , -4.9579811    , -5.1050768    , -4.9360447    , -4.8752556    , -5.0815616    , -5.0958333    , -5.0166578    , -5.0549726    , -5.0527563    , -5.1575956    ,
 LightMnfc   , -5.0648255    , -5.0679827    , -5.0716357    , -5.0713282    , -5.0662479    , -5.0763397    , -5.0716543    , -5.0699058    , -5.0824704    , -5.0685291    , -5.0839272    ,
 HeavyMnfc   , -4.7518926    , -4.7627244    , -4.7652864    , -4.7575202    , -4.7861328    , -4.6000900    , -4.7241445    , -4.6857057    , -4.7558470    , -4.7868462    , -4.7095447    ,
 Energy      , -4.7394476    , -4.7530832    , -4.7661996    , -4.7455859    , -4.7254009    , -4.7680593    , -4.7437701    , -4.7609062    , -4.7179027    , -4.7590494    , -4.2414021    ,
 CMN         , -4.6604614    , -4.6533213    , -4.6533265    , -4.6533298    , -4.6540112    , -4.6532950    , -4.6533885    , -4.6533833    , -4.6533408    , -4.6533589    , -4.6521401    ,
 OBS         , -5.0658417    , -5.0613418    , -5.0609756    , -5.0609727    , -5.0626326    , -5.0610242    , -5.0610361    , -5.0610261    , -5.0610595    , -5.0610409    , -5.0610037    ,
 Trade       , -4.9130960    , -4.9099426    , -4.8825293    , -4.8624644    , -4.9215393    , -4.9265275    , -4.9061885    , -4.9244127    , -4.8364472    , -4.9058847    , -4.9058161    ,
 Transport   , -4.7148585    , -4.7048063    , -4.7082620    , -4.7067275    , -4.7118816    , -4.6412101    , -4.6336737    , -4.6908040    , -4.6849570    , -4.6802177    , -4.7156734    ,
 OthServices , -4.9775476    , -4.9795175    , -4.9661360    , -4.9782286    , -4.9922600    , -4.9935608    , -4.9590073    , -4.9915028    , -4.9674664    , -4.9847126    , -5.0176201    ,

! The matrix pf(%1:%2:"xAmericas")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"xAmericas"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -4.8382072    , -4.8487639    , -4.8615808    , -4.9469051    , -4.8141413    , -4.8345695    , -4.8219371    , -4.9148006    , -4.7751379    , -4.7603984    , -4.8885870    ,
 Extraction  , -4.1911640    , -4.0915046    , -4.1851926    , -4.1195469    , -4.1058912    , -4.1806631    , -4.1359487    , -4.1021171    , -4.1287179    , -4.1641717    , -4.1682086    ,
 LightMnfc   , -4.2462645    , -4.2957025    , -4.5285597    , -4.5162134    , -4.4265265    , -4.2965307    , -4.3323364    , -4.4328246    , -4.7377830    , -4.2558069    , -4.7256432    ,
 HeavyMnfc   , -4.2601161    , -4.4581299    , -4.4902062    , -4.6265602    , -4.3239498    , -4.6597185    , -4.4125628    , -4.4453969    , -4.8090429    , -4.3009787    , -4.8714027    ,
 Energy      , -3.2982647    , -3.2884505    , -3.3078525    , -3.2585459    , -3.1973002    , -3.3151646    , -3.2735696    , -3.3150265    , -3.2018845    , -3.2785895    , -3.1177592    ,
 CMN         , -3.1036348    , -3.0960498    , -3.1017478    , -3.1021249    , -3.0924766    , -3.0817475    , -3.0955510    , -3.0985696    , -3.0744522    , -3.0887332    , -3.0946178    ,
 OBS         , -3.5261185    , -3.2089753    , -3.4769571    , -3.4956729    , -3.4607060    , -3.4205823    , -3.4657974    , -3.4647686    , -3.4830027    , -3.4671853    , -3.5052619    ,
 Trade       , -3.1883452    , -3.2243009    , -3.1996419    , -3.1982458    , -3.2033269    , -3.2012663    , -3.2217455    , -3.2200427    , -3.2779677    , -3.2034907    , -3.1892111    ,
 Transport   , -3.3734865    , -3.3800881    , -3.3774128    , -3.3793883    , -3.3695564    , -3.3655920    , -3.3549039    , -3.3676221    , -3.2221718    , -3.3339536    , -3.3846359    ,
 OthServices , -3.4668822    , -3.4612246    , -3.4206598    , -3.3385139    , -3.4412808    , -3.4321201    , -3.4622045    , -3.4824195    , -3.1695173    , -3.4488826    , -3.5523527    ,

! The matrix pf(%1:%2:"AdvancedAsia")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"AdvancedAsia"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -6.0754509    , -6.1017637    , -5.6230350    , -5.1245246    , -5.4660020    , -5.5360718    , -5.5815902    , -5.2544208    , -4.7091827    , -5.6661921    , -5.6423669    ,
 Extraction  , -5.4713473    , -5.5016389    , -5.2214589    , -4.9316382    , -4.6482792    , -4.6650310    , -4.8745995    , -4.8023639    , -4.7561855    , -5.1968398    , -5.5499897    ,
 LightMnfc   , -4.4828482    , -4.5510616    , -4.5301738    , -4.5114188    , -4.4604611    , -4.5069008    , -4.5163159    , -4.5768905    , -4.6274261    , -4.5487947    , -4.6724057    ,
 HeavyMnfc   , -4.2008905    , -4.1895089    , -4.1893315    , -4.2655640    , -4.2734957    , -4.4144788    , -4.2861285    , -4.3340545    , -4.2499599    , -4.1889305    , -4.3124585    ,
 Energy      , -4.1215487    , -4.1067162    , -4.1265912    , -4.0995750    , -4.0841465    , -4.1283770    , -4.1239924    , -4.1276813    , -4.0705447    , -4.1230669    , -3.9976704    ,
 CMN         , -3.5681643    , -3.4931893    , -3.5632777    , -3.5085313    , -3.5704210    , -3.5208294    , -3.5612714    , -3.5675592    , -3.5293932    , -3.5683634    , -3.5607474    ,
 OBS         , -4.1562343    , -3.9152672    , -3.9765260    , -3.7515676    , -4.0673137    , -3.9492710    , -3.9116762    , -3.9513865    , -4.0287480    , -4.0465617    , -4.0765061    ,
 Trade       , -3.8465927    , -3.8740740    , -3.8522246    , -3.8596172    , -3.8459845    , -3.8581870    , -3.8782504    , -3.8510664    , -3.8961368    , -3.8532119    , -3.8464389    ,
 Transport   , -3.9111121    , -3.9174826    , -3.8930798    , -3.8716159    , -3.8396437    , -3.7531886    , -3.7147281    , -3.8181136    , -3.5208600    , -3.8734953    , -3.8531344    ,
 OthServices , -3.8758469    , -3.6621587    , -3.8928494    , -3.8936467    , -3.9124005    , -3.8543274    , -3.8173759    , -3.9008036    , -3.4892542    , -3.8175330    , -3.9122922    ,

! The matrix pf(%1:%2:"SouthAsia")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"SouthAsia"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -7.7112565    , -7.5911522    , -7.5638170    , -7.5478454    , -7.6780825    , -7.7008629    , -7.6797042    , -7.7296972    , -7.6742382    , -7.6208262    , -7.6531510    ,
 Extraction  , -5.4829841    , -5.1985850    , -5.2447228    , -5.0725851    , -4.8242068    , -5.4948101    , -5.3060374    , -5.4460769    , -5.4895720    , -5.1122346    , -5.4658785    ,
 LightMnfc   , -4.5705857    , -4.5724707    , -4.5581679    , -4.5375834    , -4.5474925    , -4.5569959    , -4.5757256    , -4.5557318    , -4.5571628    , -4.5409441    , -4.5551414    ,
 HeavyMnfc   , -4.0684538    , -4.0064297    , -4.0504065    , -4.0527363    , -4.0309434    , -4.2982297    , -4.1694384    , -4.0167060    , -4.0085678    , -3.9519379    , -4.0675278    ,
 Energy      , -4.4577594    , -4.4239306    , -4.4646096    , -4.4534965    , -4.4147067    , -4.4633875    , -4.4645743    , -4.4628472    , -4.4029002    , -4.4524293    , -4.1865697    ,
 CMN         , -3.5549064    , -3.5188162    , -3.5351346    , -3.5422924    , -3.5702453    , -3.2866428    , -3.4639330    , -3.4299295    , -3.4674580    , -3.5284414    , -3.2022276    ,
 OBS         , -3.8683209    , -3.6794055    , -3.7674186    , -3.8243012    , -3.9554133    , -3.5933757    , -3.6021304    , -3.4400918    , -3.6935091    , -3.6876891    , -3.4775543    ,
 Trade       , -3.0999541    , -3.1154134    , -3.1048515    , -3.1057575    , -3.1013305    , -3.1061082    , -3.1139097    , -3.0999424    , -3.1032481    , -3.1014912    , -3.1010416    ,
 Transport   , -4.0187697    , -4.0261126    , -4.0150871    , -4.0065441    , -3.9893100    , -3.9992189    , -4.0034771    , -4.0341215    , -3.7915661    , -4.0114508    , -3.9969766    ,
 OthServices , -3.9944518    , -3.9315608    , -3.9566357    , -3.9539435    , -3.9666784    , -3.9656880    , -3.9292641    , -3.9701490    , -3.9069102    , -3.9647696    , -3.9958191    ,

! The matrix pf(%1:%2:"xAsia")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"xAsia"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -7.2801437    , -7.1645427    , -7.0248289    , -6.7617221    , -7.2293553    , -6.5094981    , -7.2667298    , -7.2077451    , -7.4139700    , -7.2226090    , -7.2128587    ,
 Extraction  , -5.1558986    , -5.1210060    , -5.1346059    , -5.0688295    , -4.9375734    , -5.0991764    , -5.1234617    , -4.9645123    , -5.1492481    , -5.1313748    , -5.1589355    ,
 LightMnfc   , -4.3992310    , -4.4319382    , -4.4834743    , -4.4567504    , -4.4406643    , -4.4827266    , -4.4387569    , -4.3787880    , -4.3769321    , -4.3656278    , -4.5647683    ,
 HeavyMnfc   , -4.1903043    , -4.2326117    , -4.1892390    , -4.2291942    , -4.3211265    , -4.2168226    , -4.0932169    , -4.1297531    , -4.0955677    , -4.1194701    , -4.3207908    ,
 Energy      , -4.1532722    , -4.1305499    , -4.1546521    , -4.1535425    , -4.1539354    , -4.1576056    , -4.1528163    , -4.1562963    , -4.1308131    , -4.1525598    , -4.1320109    ,
 CMN         , -3.0976956    , -2.8548200    , -3.0934362    , -3.0909905    , -3.0310285    , -3.0676067    , -3.0823159    , -3.0523098    , -3.0104451    , -3.0497708    , -3.0790236    ,
 OBS         , -3.9420898    , -3.8416677    , -3.7722695    , -3.7511756    , -3.5910861    , -3.7403255    , -3.6183107    , -3.4774778    , -3.8847601    , -3.5557497    , -3.4627821    ,
 Trade       , -3.4179256    , -3.4344988    , -3.4167590    , -3.4146931    , -3.4181213    , -3.4298174    , -3.4310148    , -3.4227357    , -3.4316356    , -3.4226305    , -3.4150877    ,
 Transport   , -3.6879556    , -3.7270651    , -3.7569568    , -3.7598739    , -3.6707456    , -3.6529276    , -3.7173512    , -3.7502804    , -3.7042813    , -3.7170427    , -3.7286875    ,
 OthServices , -3.7540607    , -3.6919219    , -3.7197728    , -3.7474141    , -3.7702310    , -3.7316861    , -3.7283435    , -3.7537420    , -3.5061851    , -3.7370882    , -3.7854073    ,

! The matrix pf(%1:%2:"WEuroCndANZ")
!   with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 pf(TRAD_COMM:PROD_COMM:"WEuroCndANZ"),Agriculture    ,Extraction     ,LightMnfc      ,HeavyMnfc      ,Energy         ,CMN            ,OBS            ,Trade          ,Transport      ,OthServices    ,CGDS           ,
 Agriculture , -5.3753929    , -5.3493981    , -5.3670983    , -5.2853789    , -5.3208880    , -5.3649244    , -5.3131571    , -5.3687620    , -5.3559222    , -5.3254013    , -5.3575954    ,
 Extraction  , -4.4490480    , -4.4441648    , -4.4643431    , -4.4817834    , -4.5039616    , -4.5066843    , -4.4863486    , -4.5067124    , -4.4843445    , -4.4642377    , -4.4322734    ,
 LightMnfc   , -4.2987933    , -4.3713741    , -4.4291630    , -4.3907871    , -4.3392200    , -4.3215690    , -4.3654709    , -4.4123006    , -4.4506431    , -4.3401313    , -4.4966540    ,
 HeavyMnfc   , -4.3262396    , -4.3326674    , -4.3362055    , -4.3727188    , -4.3596983    , -4.4062476    , -4.3305030    , -4.2865672    , -4.2895174    , -4.3285031    , -4.3588305    ,
 Energy      , -3.7752521    , -3.7754717    , -3.7764335    , -3.7749910    , -3.7735562    , -3.7763834    , -3.7758896    , -3.7764637    , -3.7729788    , -3.7758174    , -3.7710056    ,
 CMN         , -3.2382867    , -3.2295823    , -3.2449255    , -3.2264569    , -3.2272542    , -3.1782069    , -3.2570541    , -3.2610400    , -3.2624271    , -3.2451167    , -3.2416360    ,
 OBS         , -3.6787956    , -3.5765166    , -3.5464518    , -3.4544599    , -3.5915878    , -3.4962409    , -3.5203826    , -3.5228820    , -3.6342580    , -3.5943186    , -3.5727665    ,
 Trade       , -3.7487957    , -3.7670114    , -3.7634232    , -3.7739058    , -3.7511039    , -3.7607567    , -3.7751360    , -3.7636998    , -3.7640877    , -3.7653337    , -3.7450347    ,
 Transport   , -3.6438744    , -3.6156638    , -3.6081913    , -3.6113687    , -3.6480446    , -3.5551336    , -3.5328851    , -3.6620684    , -3.4809289    , -3.6079648    , -3.6347802    ,
 OthServices , -3.6271400    , -3.6791596    , -3.5714967    , -3.4076033    , -3.6668391    , -3.6671972    , -3.6001251    , -3.6476533    , -3.2085946    , -3.6047254    , -3.7447109    ,

! The matrix pf(%1:%2:"MENA")  with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
